fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes,fragment
404 Construction Excise Fund,1752,1752,2024-25,actual-budgetary,budget-fy2026-27-vol1,177,,fy2026-27
420 Full Faith and Credit Fund,0,0,2024-25,actual-budgetary,budget-fy2026-27-vol1,181,,fy2026-27
435 Energy Efficient Schools Fund,6750,6750,2024-25,actual-budgetary,budget-fy2026-27-vol1,183,,fy2026-27
437 Harriet Tubman MS Relocation Fund,15083,15083,2024-25,actual-budgetary,budget-fy2026-27-vol1,186,,fy2026-27
438 Facilities Capital Fund,17055,17055,2024-25,actual-budgetary,budget-fy2026-27-vol1,189,,fy2026-27
445 Capital Asset Renewal Fund,1152,1152,2024-25,actual-budgetary,budget-fy2026-27-vol1,193,,fy2026-27
450 GO Bonds Fund,562085,562085,2024-25,actual-budgetary,budget-fy2026-27-vol1,197,,fy2026-27
600 Internal Service Funds (type total),15993,15993,2024-25,actual-budgetary,budget-fy2026-27-vol1,205,,fy2026-27
601 Workers Compensation Fund,5123,5123,2024-25,actual-budgetary,budget-fy2026-27-vol1,209,,fy2026-27
602 Property & Liability Insurance Fund,10369,10369,2024-25,actual-budgetary,budget-fy2026-27-vol1,213,,fy2026-27
603 Unemployment Fund,501,501,2024-25,actual-budgetary,budget-fy2026-27-vol1,217,,fy2026-27
All Funds total,2393878,2393878,2024-25,revised,budget-fy2025-26-vol1,89,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
Capital Projects Fund,1030394,1030394,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,,tscc
Capital Projects Fund,1030394,1030394,2024-25,approved,tscc-review-fy2025,18,,tscc
Capital Projects Fund,1030394,1030394,2024-25,revised,tscc-review-fy2026,19,"2025-26 printed 643,773 here but 643,774 in Other Funds table p.16",tscc
Capital Projects Funds (400),1030393,1030393,2024-25,adopted,budget-fy2024-25-vol1,155,"also Attachment A p304",fy2024-25
Capital Projects Funds (400),1030393,1030393,2024-25,approved,budget-fy2024-25-vol1,155,,fy2024-25
Capital Projects Funds (400),1030393,1030393,2024-25,revised,budget-fy2025-26-vol1,164,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Capital Projects Funds (400),1030758,1030758,2024-25,proposed,budget-fy2024-25-vol1,155,,fy2024-25
Debt Service Fund,88729,88729,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,,tscc
Debt Service Fund,88729,88729,2024-25,approved,tscc-review-fy2025,18,"2022-23 printed 84,467 (FY26 review prints 84,474)",tscc
Debt Service Fund,88729,88729,2024-25,revised,tscc-review-fy2026,19,,tscc
Debt Service Funds (300),259099,259099,2024-25,proposed,budget-fy2024-25-vol1,139,,fy2024-25
Debt Service Funds (300),259264,259264,2024-25,adopted,budget-fy2024-25-vol1,139,"also Attachment A p303",fy2024-25
Debt Service Funds (300),259264,259264,2024-25,approved,budget-fy2024-25-vol1,139,"approved added 165 contingency (Attachment A p303)",fy2024-25
Debt Service Funds (300),259264,259264,2024-25,revised,budget-fy2025-26-vol1,148,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
General Fund (100),853111,853111,2024-25,proposed,budget-fy2024-25-vol1,99,,fy2024-25
General Fund (100),854394,854394,2024-25,adopted,budget-fy2024-25-vol1,99,"also Attachment A p303",fy2024-25
General Fund (100),854394,854394,2024-25,approved,budget-fy2024-25-vol1,99,,fy2024-25
General Fund (100),854394,854394,2024-25,revised,budget-fy2025-26-vol1,98,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund,854394,854394,2024-25,revised,tscc-review-fy2026,19,,tscc
General Fund,854395,854395,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,,tscc
General Fund,854395,854395,2024-25,approved,tscc-review-fy2025,18,,tscc
GO Bonds Debt Service Fund,170535,170535,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,,tscc
GO Bonds Debt Service Fund,170535,170535,2024-25,approved,tscc-review-fy2025,18,,tscc
GO Bonds Debt Service Fund,170535,170535,2024-25,revised,tscc-review-fy2026,19,,tscc
GRAND TOTAL ALL FUNDS,2393879,2393879,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,grand total row; PPS Budget Summary in FY24-25 TSCC Annual Report; 2024-25 column labeled Adopted,tscc
GRAND TOTAL ALL FUNDS,2393879,2393879,2024-25,approved,tscc-review-fy2025,18,"grand total row; 2022-23 total 2,351,781 conflicts with 2,351,973 (FY26 review) and 2,351,969 (annual report/by-object)",tscc
GRAND TOTAL ALL FUNDS,2393879,2393879,2024-25,revised,tscc-review-fy2026,19,"grand total row; p.6/p.16 print 2,035,118 for 2025-26 (rounding)",tscc
Internal Service Fund,25509,25509,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,,tscc
Internal Service Fund,25509,25509,2024-25,approved,tscc-review-fy2025,18,FY2024-25 adds Property & Liability Insurance and Unemployment sub-funds within Internal Service Fund (p.4),tscc
Internal Service Fund,25509,25509,2024-25,revised,tscc-review-fy2026,19,,tscc
Internal Service Funds (600),21566,21566,2024-25,proposed,budget-fy2024-25-vol1,191,"jump vs prior years due to new sub-funds 602 Property & Liability Insurance and 603 Unemployment (p24)",fy2024-25
Internal Service Funds (600),25509,25509,2024-25,adopted,budget-fy2024-25-vol1,191,"also Attachment A p304",fy2024-25
Internal Service Funds (600),25509,25509,2024-25,approved,budget-fy2024-25-vol1,191,,fy2024-25
Internal Service Funds (600),25509,25509,2024-25,revised,budget-fy2025-26-vol1,200,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
Special Revenue Fund,224317,224317,2024-25,adopted,tscc-annual-report-2024-25-summaries,84,"2022-23 actual printed 249,357 (third variant across docs)",tscc
Special Revenue Fund,224317,224317,2024-25,approved,tscc-review-fy2025,18,"2022-23 actual printed 249,169 (CONFLICT: 249,354 FY26 review; 249,357 annual report)",tscc
Special Revenue Fund,224318,224318,2024-25,revised,tscc-review-fy2026,19,"2022-23 actual printed 249,354 (CONFLICT: 249,169 in FY25 review p.18; 249,357 in annual report p.84); FY2025-26 adds Measure 98: High School Success sub-fund within Special Revenue Fund (p.6)",tscc
Special Revenue Funds (200),224318,224318,2024-25,adopted,budget-fy2024-25-vol1,111,"also Attachment A p303",fy2024-25
Special Revenue Funds (200),224318,224318,2024-25,approved,budget-fy2024-25-vol1,111,,fy2024-25
Special Revenue Funds (200),224318,224318,2024-25,proposed,budget-fy2024-25-vol1,111,,fy2024-25
Special Revenue Funds (200),224318,224318,2024-25,revised,budget-fy2025-26-vol1,111,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
TOTAL ALL FUNDS,1974836,1974836,2024-25,actual-budgetary,budget-fy2026-27-vol1,91,,fy2026-27
Total All Funds,2388852,2388852,2024-25,proposed,budget-fy2024-25-vol1,91,,fy2024-25
Total All Funds,2393878,2393878,2024-25,adopted,budget-fy2024-25-vol1,91,"matches Resolution No. 6920 total $2,393,878,000 (p301) and Attachment A p304",fy2024-25
Total All Funds,2393878,2393878,2024-25,approved,budget-fy2024-25-vol1,91,,fy2024-25
100 General Fund,868580,868580,2025-26,adopted,budget-fy2026-27-vol1,108,,fy2026-27
200 Special Revenue Funds (type total),224805,224805,2025-26,adopted,budget-fy2026-27-vol1,122,,fy2026-27
201 Student Body Activity Fund,10000,10000,2025-26,adopted,budget-fy2026-27-vol1,125,,fy2026-27
202 Cafeteria Fund,28638,28638,2025-26,adopted,budget-fy2026-27-vol1,128,,fy2026-27
205 Grants Fund,87793,87793,2025-26,adopted,budget-fy2026-27-vol1,133,,fy2026-27
225 PERS Rate Stabilization Reserve Fund,23962,23962,2025-26,adopted,budget-fy2026-27-vol1,139,,fy2026-27
251 Student Investment Account Fund,45163,45163,2025-26,adopted,budget-fy2026-27-vol1,142,,fy2026-27
252 Measure 98 - High School Success Fund,13163,13163,2025-26,adopted,budget-fy2026-27-vol1,147,fund formally created in the 2025-26 budget process (M98/HSS split out of other funds); no pre-2025-26 columns printed (dashes),fy2026-27
299 Dedicated Resource Fund,16086,16086,2025-26,adopted,budget-fy2026-27-vol1,151,,fy2026-27
300 Debt Service Funds (type total),272690,272690,2025-26,adopted,budget-fy2026-27-vol1,157,,fy2026-27
308 PERS UAL Debt Service Fund,93220,93220,2025-26,adopted,budget-fy2026-27-vol1,164,,fy2026-27
320 Full Faith and Credit Debt Service Fund,619,619,2025-26,adopted,budget-fy2026-27-vol1,167,,fy2026-27
350 GO Bonds Debt Service Fund,178851,178851,2025-26,adopted,budget-fy2026-27-vol1,170,,fy2026-27
400 Capital Projects Funds (type total),643773,643773,2025-26,adopted,budget-fy2026-27-vol1,173,,fy2026-27
404 Construction Excise Fund,1500,1500,2025-26,adopted,budget-fy2026-27-vol1,177,,fy2026-27
420 Full Faith and Credit Fund,0,0,2025-26,adopted,budget-fy2026-27-vol1,181,,fy2026-27
435 Energy Efficient Schools Fund,6750,6750,2025-26,adopted,budget-fy2026-27-vol1,183,,fy2026-27
437 Harriet Tubman MS Relocation Fund,13500,13500,2025-26,adopted,budget-fy2026-27-vol1,186,,fy2026-27
438 Facilities Capital Fund,32091,32091,2025-26,adopted,budget-fy2026-27-vol1,189,,fy2026-27
445 Capital Asset Renewal Fund,1250,1250,2025-26,adopted,budget-fy2026-27-vol1,193,,fy2026-27
450 GO Bonds Fund,588682,588682,2025-26,adopted,budget-fy2026-27-vol1,197,,fy2026-27
600 Internal Service Funds (type total),25269,25269,2025-26,adopted,budget-fy2026-27-vol1,205,,fy2026-27
601 Workers Compensation Fund,5112,5112,2025-26,adopted,budget-fy2026-27-vol1,209,,fy2026-27
602 Property & Liability Insurance Fund,14560,14560,2025-26,adopted,budget-fy2026-27-vol1,213,,fy2026-27
603 Unemployment Fund,5596,5596,2025-26,adopted,budget-fy2026-27-vol1,217,,fy2026-27
All Funds total,,2035117,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $2,035,116,552 printed",fy2025-26
All Funds total,2035117,2035117,2025-26,adopted,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
All Funds total,2035117,2035117,2025-26,approved,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
All Funds total,2035117,2035117,2025-26,proposed,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
Capital Project Fund (400),,643773,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $643,773,338 printed",fy2025-26
Capital Projects Fund,643773,643773,2025-26,approved,tscc-review-fy2026,19,"2025-26 printed 643,773 here but 643,774 in Other Funds table p.16",tscc
Capital Projects Funds (400),643773,643773,2025-26,adopted,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Capital Projects Funds (400),643773,643773,2025-26,approved,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Capital Projects Funds (400),643773,643773,2025-26,proposed,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Debt Service Fund (300),,272690,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $272,689,626 printed",fy2025-26
Debt Service Fund,93839,93839,2025-26,approved,tscc-review-fy2026,19,,tscc
Debt Service Funds (300),272690,272690,2025-26,adopted,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
Debt Service Funds (300),272690,272690,2025-26,approved,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
Debt Service Funds (300),272690,272690,2025-26,proposed,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
General Fund (100),,868580,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $868,580,271 printed",fy2025-26
General Fund (100),868580,868580,2025-26,adopted,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund (100),868580,868580,2025-26,approved,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund (100),868580,868580,2025-26,proposed,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund,868580,868580,2025-26,approved,tscc-review-fy2026,19,,tscc
GO Bonds Debt Service Fund,178851,178851,2025-26,approved,tscc-review-fy2026,19,,tscc
GRAND TOTAL ALL FUNDS,2035117,2035117,2025-26,approved,tscc-review-fy2026,19,"grand total row; p.6/p.16 print 2,035,118 for 2025-26 (rounding)",tscc
Internal Service Fund (600),,25269,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $25,268,660 printed",fy2025-26
Internal Service Fund,25269,25269,2025-26,approved,tscc-review-fy2026,19,,tscc
Internal Service Funds (600),25269,25269,2025-26,adopted,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
Internal Service Funds (600),25269,25269,2025-26,approved,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
Internal Service Funds (600),25269,25269,2025-26,proposed,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
Special Revenue Fund (200),,224805,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $224,804,657 printed",fy2025-26
Special Revenue Fund,224805,224805,2025-26,approved,tscc-review-fy2026,19,"2022-23 actual printed 249,354 (CONFLICT: 249,169 in FY25 review p.18; 249,357 in annual report p.84); FY2025-26 adds Measure 98: High School Success sub-fund within Special Revenue Fund (p.6)",tscc
Special Revenue Funds (200),224805,224805,2025-26,adopted,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
Special Revenue Funds (200),224805,224805,2025-26,approved,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
Special Revenue Funds (200),224805,224805,2025-26,proposed,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
TOTAL ALL FUNDS,2035117,2035117,2025-26,adopted,budget-fy2026-27-vol1,91,,fy2026-27
100 General Fund,862112,862112,2026-27,adopted,budget-fy2026-27-vol1,108,,fy2026-27
200 Special Revenue Funds (type total),223936,223936,2026-27,adopted,budget-fy2026-27-vol1,122,,fy2026-27
201 Student Body Activity Fund,10000,10000,2026-27,adopted,budget-fy2026-27-vol1,125,,fy2026-27
202 Cafeteria Fund,26531,26531,2026-27,adopted,budget-fy2026-27-vol1,128,,fy2026-27
205 Grants Fund,100112,100112,2026-27,adopted,budget-fy2026-27-vol1,133,,fy2026-27
225 PERS Rate Stabilization Reserve Fund,394,394,2026-27,adopted,budget-fy2026-27-vol1,139,,fy2026-27
251 Student Investment Account Fund,45464,45464,2026-27,adopted,budget-fy2026-27-vol1,142,,fy2026-27
252 Measure 98 - High School Success Fund,13139,13139,2026-27,adopted,budget-fy2026-27-vol1,147,,fy2026-27
299 Dedicated Resource Fund,28297,28297,2026-27,adopted,budget-fy2026-27-vol1,151,,fy2026-27
300 Debt Service Funds (type total),278876,278876,2026-27,adopted,budget-fy2026-27-vol1,157,,fy2026-27
308 PERS UAL Debt Service Fund,96858,96858,2026-27,adopted,budget-fy2026-27-vol1,164,,fy2026-27
320 Full Faith and Credit Debt Service Fund,618,618,2026-27,adopted,budget-fy2026-27-vol1,167,,fy2026-27
350 GO Bonds Debt Service Fund,181400,181400,2026-27,adopted,budget-fy2026-27-vol1,170,,fy2026-27
400 Capital Projects Funds (type total),1382508,1382508,2026-27,adopted,budget-fy2026-27-vol1,173,,fy2026-27
404 Construction Excise Fund,1500,1500,2026-27,adopted,budget-fy2026-27-vol1,177,,fy2026-27
420 Full Faith and Credit Fund,0,0,2026-27,adopted,budget-fy2026-27-vol1,181,,fy2026-27
435 Energy Efficient Schools Fund,7490,7490,2026-27,adopted,budget-fy2026-27-vol1,183,,fy2026-27
437 Harriet Tubman MS Relocation Fund,141500,141500,2026-27,adopted,budget-fy2026-27-vol1,186,,fy2026-27
438 Facilities Capital Fund,1258,1258,2026-27,adopted,budget-fy2026-27-vol1,189,,fy2026-27
445 Capital Asset Renewal Fund,300,300,2026-27,adopted,budget-fy2026-27-vol1,193,,fy2026-27
450 GO Bonds Fund,1230460,1230460,2026-27,adopted,budget-fy2026-27-vol1,197,,fy2026-27
600 Internal Service Funds (type total),21159,21159,2026-27,adopted,budget-fy2026-27-vol1,205,,fy2026-27
601 Workers Compensation Fund,3662,3662,2026-27,adopted,budget-fy2026-27-vol1,209,,fy2026-27
602 Property & Liability Insurance Fund,14700,14700,2026-27,adopted,budget-fy2026-27-vol1,213,,fy2026-27
603 Unemployment Fund,2798,2798,2026-27,adopted,budget-fy2026-27-vol1,217,,fy2026-27
TOTAL ALL FUNDS,2768591,2768591,2026-27,adopted,budget-fy2026-27-vol1,91,,fy2026-27
